Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04137:Mitophagy - animal	61	1.3744930148715637	1.2266921827013137E-18	9101, 4893, 1460, 1459, 55288, 1457, 598, 6667, 7316, 7879, 10133, 2309, 11345, 8408, 192111, 22800, 9474, 3091, 65018, 84749, 5071, 29110, 84557, 6714, 1869, 3845, 3725, 139341, 4077, 8678, 3265, 23786, 51024, 81631, 5599, 55626, 9958, 55669, 4286, 8887, 338382, 5970, 7157, 7314, 64786, 79065, 23710, 9451, 7030, 664, 665, 54543, 468, 10241, 7942, 89941, 5601, 8878, 5602, 11337, 9927	2682	72	8112	2.562515535669898	4.207554186665506E-16	3.8250492606050056E-17	1.438575377895177E-17
KEGG_PATHWAY	hsa05215:Prostate cancer	75	1.6899504281207751	1.779520848491522E-18	9586, 4893, 2078, 1385, 2033, 3320, 3480, 595, 673, 596, 354, 1017, 3479, 1499, 3630, 2308, 5594, 5155, 5595, 5156, 7850, 90993, 1027, 3326, 1026, 367, 1147, 2950, 842, 1387, 2475, 207, 3645, 1869, 3845, 6692, 4790, 4792, 6654, 3265, 7184, 4193, 1950, 56034, 5159, 8503, 1956, 4824, 5295, 5296, 7113, 5970, 7157, 5894, 7039, 2064, 5290, 5291, 5170, 2260, 5293, 5728, 2932, 468, 10000, 8517, 4314, 5327, 6935, 5328, 6934, 5604, 4318, 5605, 5925	2682	97	8112	2.3386148204525012	6.10375651032592E-16	5.086463758604933E-17	1.912984912128386E-17
KEGG_PATHWAY	hsa04668:TNF signaling pathway	82	1.847679134745381	1.0841753333900997E-17	8772, 9586, 6352, 7124, 2353, 1385, 355, 8809, 3553, 6347, 4049, 836, 10059, 192111, 7132, 5594, 7133, 5595, 90993, 6401, 6885, 7412, 64127, 83737, 3726, 3569, 3600, 840, 1147, 841, 2277, 1386, 602, 8737, 207, 7128, 5743, 1906, 329, 11035, 4217, 197259, 3725, 7186, 4790, 7188, 4792, 6376, 3383, 1437, 330, 1435, 2920, 3456, 1432, 5599, 8503, 3976, 3659, 5295, 5296, 9530, 5970, 182, 1051, 9252, 5290, 5291, 5293, 1326, 5609, 468, 10000, 8517, 6416, 4314, 5601, 5602, 5604, 4318, 8717, 3627	2682	112	8112	2.2144455097475233	3.718721393528042E-15	2.8605549180984934E-16	1.0758355231332528E-16
KEGG_PATHWAY	hsa05161:Hepatitis B	107	2.4109959441189726	1.3134000639146041E-17	8772, 9586, 7043, 7046, 7048, 2033, 7040, 7042, 596, 4609, 355, 356, 637, 7297, 6885, 4214, 1869, 4615, 9641, 7189, 6773, 6772, 3661, 6775, 6654, 6774, 3265, 148022, 890, 3654, 5295, 5296, 4088, 5970, 4089, 2185, 5290, 5291, 5293, 5609, 10000, 6777, 6776, 6416, 5601, 6778, 5602, 5604, 5605, 5582, 7124, 4893, 4773, 2353, 1385, 3440, 3717, 673, 1017, 317, 5578, 836, 10971, 7099, 7098, 5594, 5595, 5111, 90993, 7534, 7097, 29110, 3569, 1026, 1147, 841, 842, 1387, 1386, 207, 4776, 54205, 6714, 3845, 3725, 4790, 4792, 3339, 332, 3456, 1432, 3576, 3454, 2002, 5599, 8503, 1959, 7419, 100506742, 7157, 5894, 581, 1960, 468, 8517, 4318, 5925	2682	162	8112	1.997735244565968	4.504962219227092E-15	3.2178301565907803E-16	1.210204344607028E-16
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	193	4.348805768364128	2.4581842675137917E-17	3082, 9863, 9180, 4170, 595, 596, 4609, 598, 356, 3630, 4602, 2309, 5934, 4846, 7450, 5155, 5156, 3643, 6256, 2690, 4193, 2688, 2323, 57521, 2322, 930, 2321, 5159, 6009, 3655, 5295, 5296, 3791, 5970, 5290, 5170, 5291, 5293, 5728, 1128, 2335, 3667, 5604, 5605, 11140, 7248, 4893, 1385, 3320, 1021, 3440, 3560, 1019, 3559, 3558, 1017, 3676, 3679, 10971, 5617, 3690, 3693, 3574, 3570, 285, 3569, 1027, 3326, 1026, 1147, 3566, 842, 3565, 1386, 2475, 3685, 7249, 5747, 1946, 1945, 7143, 4790, 6850, 5520, 2254, 2253, 1284, 2250, 1282, 2248, 2247, 1950, 2246, 1278, 3456, 3455, 3454, 3575, 5515, 5879, 5516, 1956, 26291, 7157, 5894, 7039, 1293, 2260, 23239, 2932, 1288, 2255, 627, 5649, 5528, 9586, 6198, 3481, 3480, 6194, 3913, 10018, 2149, 3479, 1978, 1977, 7057, 3371, 2277, 26281, 5562, 5563, 4233, 6654, 2056, 3265, 7184, 3815, 56034, 4908, 896, 4909, 2846, 2066, 2065, 2064, 54541, 4914, 4915, 2057, 10000, 6794, 4254, 5586, 3164, 4804, 672, 3717, 2069, 5578, 4803, 7099, 5594, 7532, 5595, 7531, 90993, 7534, 7533, 7097, 2998, 2997, 207, 5105, 5106, 5228, 3845, 6696, 7422, 9965, 7423, 1440, 8074, 1436, 1435, 6446, 8503, 9170, 1443, 468, 8516, 8517, 2538	2682	354	8112	1.6490097195363944	8.431572037572305E-15	5.621048025048204E-16	2.1140384700618608E-16
KEGG_PATHWAY	hsa05162:Measles	95	2.140603875619649	3.5490113336379516E-17	8772, 4179, 2353, 1021, 1460, 3440, 3560, 7161, 1459, 1019, 595, 3559, 1457, 596, 3558, 1017, 51284, 355, 598, 356, 3312, 3553, 5610, 317, 6504, 637, 836, 916, 10379, 7297, 7099, 6885, 7097, 29110, 4938, 3569, 1027, 4939, 1147, 841, 842, 207, 7128, 54205, 4615, 3725, 9641, 9367, 7189, 4790, 4792, 6773, 6772, 3661, 6774, 440275, 896, 3456, 578, 3455, 3454, 5599, 4940, 8503, 3654, 10399, 5295, 5296, 5970, 7157, 3552, 5290, 5291, 9451, 581, 5293, 1965, 3306, 2932, 3305, 3304, 3303, 27113, 2213, 10000, 30835, 6777, 8517, 4599, 6776, 4478, 5601, 54106, 5602, 8717	2682	139	8112	2.0671784719875106	1.2173108874378174E-14	7.608193046486359E-16	2.8613903877455983E-16
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	126	2.8391167192429023	7.257896569108032E-17	3082, 6198, 5781, 7040, 3481, 7042, 3480, 6194, 595, 4609, 355, 356, 3479, 6469, 998, 5777, 22800, 3091, 7057, 9475, 10818, 7291, 2317, 2316, 79923, 2719, 2318, 4233, 6654, 6774, 3265, 4193, 1514, 1634, 815, 817, 8826, 818, 7473, 7472, 5295, 5296, 7474, 7078, 6385, 4087, 3791, 7476, 2066, 2065, 2064, 5290, 5170, 5291, 7471, 5293, 387, 2335, 10000, 5566, 4478, 5567, 11211, 5328, 5329, 5604, 5605, 7483, 5582, 7124, 4893, 388112, 7482, 673, 3316, 80326, 1499, 29102, 5578, 5336, 836, 3710, 7099, 3690, 5594, 5595, 3693, 7097, 286, 287, 960, 1026, 2475, 3685, 207, 60, 6714, 5747, 3845, 4659, 7422, 2099, 3339, 2247, 1432, 1278, 3059, 2002, 1839, 8503, 857, 858, 859, 5879, 1956, 89780, 7430, 7157, 5894, 2260, 406991, 2017, 406902, 867, 4313, 4318	2682	205	8112	1.8590276641021444	3.808064974464287E-14	1.4643873665906205E-15	5.507462690676094E-16
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	79	1.7800811176205498	1.180434121208577E-16	5582, 6198, 2033, 3162, 3480, 6194, 230, 1536, 596, 3479, 2026, 3630, 5578, 5336, 4843, 9978, 1978, 4846, 1977, 7099, 3091, 5230, 5594, 5595, 3099, 3098, 3570, 285, 3569, 1027, 1026, 2597, 1387, 2475, 6513, 405, 207, 1906, 3643, 5162, 5163, 4790, 7422, 6774, 2056, 3460, 3459, 3458, 1950, 3939, 2321, 7018, 8503, 6921, 815, 1956, 817, 818, 7076, 5295, 5296, 5054, 7037, 5970, 5213, 2023, 2064, 5290, 5291, 5293, 54583, 226, 10000, 7428, 4878, 5604, 5209, 5605, 3945	2682	109	8112	2.192147445764834	3.808064974464287E-14	2.249382797636344E-15	8.459777868661468E-16
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	90	2.0279405137449302	1.5778262565367486E-16	7043, 7046, 7048, 6794, 4893, 1263, 2033, 7040, 7042, 3480, 9140, 472, 10018, 595, 673, 1017, 3479, 356, 3630, 2309, 5934, 11345, 2308, 5594, 8743, 5595, 1030, 23411, 2911, 3569, 1027, 1026, 1147, 53632, 1387, 207, 5347, 5105, 3643, 5106, 847, 6517, 3845, 1901, 4616, 2290, 5562, 5563, 5564, 6654, 6774, 3265, 4193, 891, 10912, 1950, 1432, 3575, 5599, 6446, 51422, 8503, 6648, 1956, 5295, 5296, 4088, 4089, 5894, 9456, 7874, 5290, 23710, 5291, 5170, 5293, 5728, 10769, 664, 3586, 10000, 5601, 10365, 5602, 3667, 5604, 11337, 5605, 2538, 1647	2682	131	8112	2.0779753061119934	3.808064974464287E-14	2.8483916104847624E-15	1.0712609847012663E-15
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	132	2.974312753492564	7.701689807103185E-16	9586, 7043, 7046, 7048, 8379, 3123, 29945, 3122, 2033, 7040, 7042, 472, 3119, 595, 111, 3118, 6908, 4609, 3117, 598, 3115, 5533, 4049, 1739, 916, 7850, 3127, 55697, 920, 5423, 6513, 4214, 1869, 3265, 3383, 890, 6929, 896, 1111, 811, 3932, 8829, 5295, 5296, 4087, 4088, 5970, 4089, 4487, 5290, 5291, 5293, 5728, 545, 821, 10000, 6777, 5566, 6776, 5567, 6416, 5601, 5602, 706, 5604, 5605, 8850, 7124, 4893, 3683, 4773, 2353, 1385, 3560, 1019, 3559, 3558, 1017, 3554, 7514, 4488, 7132, 5594, 7015, 5595, 90993, 8061, 1030, 7094, 1029, 3569, 1026, 3600, 1147, 567, 2113, 23373, 1387, 1386, 207, 4776, 3689, 5901, 3845, 3725, 4790, 4792, 291, 293, 1437, 331, 2002, 5599, 6688, 8503, 7417, 1959, 7416, 1958, 7419, 7157, 5532, 3111, 581, 3107, 3106, 3105, 468, 8517, 109, 4316, 5925	2682	222	8112	1.7984158655299594	2.665645482125001E-13	1.3208398019181962E-14	4.9675899255815545E-15
KEGG_PATHWAY	hsa05212:Pancreatic cancer	60	1.35196034249662	1.5223522066542267E-15	7043, 7046, 6198, 7048, 1021, 7040, 7042, 1019, 595, 673, 675, 598, 998, 5898, 5337, 5338, 5594, 5595, 1029, 1026, 1147, 842, 2475, 207, 1869, 3845, 4616, 4790, 7422, 6772, 6774, 10912, 1950, 578, 5599, 8503, 5879, 1956, 5295, 5296, 4087, 4088, 5970, 7157, 4089, 5894, 7039, 2064, 5290, 5291, 581, 5293, 10000, 8517, 5601, 5888, 5602, 5604, 5925, 1647	2682	76	8112	2.387848816672554	5.331290964250002E-13	2.4865086042019033E-14	9.351592126590251E-15
KEGG_PATHWAY	hsa05152:Tuberculosis	112	2.5236593059936907	1.830818109797528E-15	8772, 7043, 8411, 3123, 3122, 2033, 7040, 7042, 3119, 3118, 596, 3117, 3916, 3115, 5533, 8767, 637, 10892, 4843, 9114, 51806, 1594, 3127, 3929, 801, 1509, 3920, 4615, 808, 929, 7189, 6772, 5289, 23545, 2207, 3654, 815, 817, 2209, 818, 4360, 64581, 5970, 3552, 387, 2215, 2214, 2213, 1520, 820, 10000, 5601, 5602, 8717, 56848, 7124, 3684, 1385, 1263, 3440, 3717, 1378, 51561, 3313, 3553, 317, 7879, 836, 718, 7099, 7132, 4261, 5594, 5595, 64127, 7097, 7096, 3329, 3569, 841, 842, 1387, 207, 3687, 54205, 3689, 6714, 5868, 3606, 5869, 4790, 6850, 7421, 3460, 3459, 3458, 3456, 1432, 5599, 10312, 5894, 4046, 5532, 3111, 1051, 581, 3588, 3587, 3586, 30835, 8877, 54106	2682	180	8112	1.8819786229182205	6.092903959142859E-13	2.854411871184328E-14	1.0735251643812778E-14
